"","Season","Region","Year","benthivore","benthos","piscivore","planktivore","undefined","YEAR_GROUPS","YEAR_DECADES","REGION_NEW","REGION_YEAR","SEASON_YEAR"
"1","Fall",1,2000,30.60977357675,0.932901234555556,77.0952242445,13.0789417989167,4.25925925933333,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"2","Fall",1,2001,47.6145414466667,1.63925925922222,129.713853617722,27.0376455030556,3.47013227505556,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"3","Fall",1,2002,18.7893304846667,0.1253846155,124.107286321167,21.3841900692222,0.307127594555556,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"4","Fall",1,2003,52.99875,0.05,114.756875,29.3397916666667,6.740625,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"5","Fall",1,2004,28.936604532,0.045,347.723735418917,113.072803362833,4.20193347958333,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"6","Fall",1,2005,41.8807017545,0.0277192981666667,327.190855263083,30.811008772,10.1458813594583,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"7","Fall",1,2006,28.6794399882083,0.0116666665,101.925851529687,14.464904560125,9.255052079625,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"8","Fall",1,2007,38.1219900225417,0.482452394458333,273.393067948146,16.0719159756875,9.75148711966667,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"9","Fall",1,2008,41.2697393165833,0.21384615375,214.233899574333,27.2256339030833,12.1500008900833,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"10","Fall",1,2009,35.6129444445,0.573333333333333,156.350486111167,39.14140277775,12.31675625,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"11","Fall",1,2010,42.46877083325,0.0328125,97.599479166625,69.935666666625,17.8659583333125,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"12","Fall",1,2011,51.9592346488167,0.297708333375,139.368025436833,23.1812105264333,9.46370440788333,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"13","Fall",1,2012,40.3969980155208,0.12789705875,48.661499121525,34.3690937656,5.33007999198333,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"14","Fall",1,2013,44.0177569429833,0.362629629666667,40.6957916666667,24.9438263889,2.79510888891667,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"15","Fall",1,2014,34.8104213753125,0.225227718375,49.6316300217292,18.3242270785417,1.44971780554167,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"16","Fall",1,2015,60.6249913370417,0.174861111291667,44.9425114711667,77.6945799593542,0.921964597354167,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"17","Fall",1,2016,74.7266747659375,0.313459695,88.0725835336667,24.0689794751458,1.78683967579167,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"18","Fall",1,2017,55.1053567233958,0.239822984666667,82.109443983775,32.9001969276354,1.79620610519792,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"19","Fall",1,2018,74.2965823299583,0.0706060606,109.385149197717,12.15170152125,6.09733506764583,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"20","Fall",1,2019,60.52138913155,0.0826315789166667,95.918312378775,14.9362816760667,1.00208947375,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"21","Fall",2,2000,64.1489781741944,1.1347619046,113.706558644111,16.8225584217222,14.3328858022778,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"22","Fall",2,2001,74.9341900096,1.46491002446667,64.0116142952445,40.1356977284444,6.1587480691,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"23","Fall",2,2002,59.4108229937,0.3161052632,97.0000982132,35.7253280588556,8.15901219251667,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"24","Fall",2,2003,38.4298958332917,0.525833333333333,139.708541668042,18.4601041666667,5.31343749991667,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"25","Fall",2,2004,28.6117857138542,0.0905555555,128.673244048396,16.5173511899167,7.0975694448125,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"26","Fall",2,2005,68.1674255973125,0.0667857145,46.27263392875,26.12916666625,22.8859516371042,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"27","Fall",2,2006,32.4306413394792,0.15416666675,72.5450571895833,14.4360580077083,21.633415033125,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"28","Fall",2,2007,45.42982354325,0.11289473675,84.9764050293625,136.5152963914,21.253164001275,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"29","Fall",2,2008,63.8149465957083,0.0683333332777778,110.836862161208,47.7165406158333,36.8131995157917,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"30","Fall",2,2009,44.606077661575,0.323290247833333,64.997854980775,62.578918983825,20.749053379925,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"31","Fall",2,2010,53.1799999993125,0.153333333333333,51.4490937500625,39.3423042765625,34.025649835375,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"32","Fall",2,2011,44.8765196081458,0.10049564275,90.8763585240417,149.71482979275,12.2698255442083,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"33","Fall",2,2012,37.0132565632792,0.0758095239,52.6560990551417,25.1763336384417,13.713164846225,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"34","Fall",2,2013,51.3478771925,0.169105263133333,37.7389130089292,43.561222224575,11.5949836841917,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"35","Fall",2,2014,68.92912037075,0.353037036833333,70.767287036875,49.415717589875,1.95364131933333,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"36","Fall",2,2015,63.2740540401875,0.54,35.815248997725,34.286017544025,7.0261896523875,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"37","Fall",2,2016,46.3448231208667,0.229960784333333,40.1060908901042,55.8924408094083,5.5211560823875,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"38","Fall",2,2017,48.1717865156667,0.271666666666667,64.2712345845238,22.7738097542857,4.13447717815238,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"39","Fall",2,2018,51.2714055485833,0.0852172365,181.019492540354,18.0074987767083,6.95102117708333,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
