"","Year","richness","shannon","simpsonD","simpsonE","delta","delta_star","delta_plus","delta_var"
"1",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"2",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"3",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"4",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"5",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"6",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"7",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"8",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"9",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"10",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"11",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"12",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"13",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"14",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"15",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"16",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"17",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"18",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"19",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"20",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"21",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"22",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"23",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"24",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"25",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"26",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"27",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"28",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"29",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"30",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"31",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"32",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"33",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"34",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"35",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"36",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"37",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"38",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"39",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"40",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"41",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"42",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"43",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"44",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"45",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"46",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"47",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"48",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"49",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"50",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"51",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"52",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"53",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"54",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"55",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
"56",2000,70,6.10919769714905,5.81981251930709,0.0831401788472441,NA,NA,NA,NA
