"","Season","Region","Year","alewife","bass striped","butterfish","clam ocean quahog","cod atlantic","crab atlantic rock","crab green","crab jonah","crab northern stone","crab red","cucumber sea","cunner","cusk","dogfish spiny","flounder atlantic witch (gray sole)","flounder winter","flounder yellowtail","haddock","hake atlantic red","hake silver (whiting)","hake white","halibut atlantic","herring atlantic","herring blueback","lobster american","lumpfish","mackerel atlantic","menhaden atlantic","monkfish","plaice american (dab)","pollock","pout ocean","redfish acadian ocean perch","scallop sea","sculpin longhorn","scup","sea raven","shad american","skate barndoor","skate clearnose","skate little","skate smooth","skate thorny","skate winter","smelt rainbow","squid long finned","squid short-finned","sturgeon atlantic","torpedo atlantic","wolffish atlantic","YEAR_GROUPS","YEAR_DECADES","REGION_NEW","REGION_YEAR","SEASON_YEAR"
"1","Fall",1,2000,84.0328353565,0,2.7685185185,0,1.67592592591667,1.5,0,1,0,0,0,8,0,23.8294117646667,9.51808278866667,26.4824463147,22.6176470555556,57.64705882,62.338032991,437.174323046667,12.1477124183333,0,280.584656070333,0,74.1509337078667,0,27.3571428566667,5,10.6687052599333,92.9958605666667,1.431372549,1.176470588,3.40740740666667,51.8456790123333,22.1933551196111,14.5,1.73456790122222,1.80952380966667,0,0,4.15154061626667,0,1.5,2.568627451,32,28.9346405233333,22.5,0,0,0,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"2","Fall",1,2001,77.6878306833333,0,54.0449735486444,0,1.6128747795,20.5,0,23.3721340383333,0,0,0,1.1666666665,0,51.4166666666667,51.3641975311111,57.5145502648889,14.1058201058,5.315696649,80.6093474422222,771.9188713,10.655202822,1.333333333,330.555555552778,0,106.4910052946,0,2.3333333335,0,28.20282187,95.6384479722222,0.984126984,2.63888888891667,88.761904762,41.1111111111111,22.6243386202222,0,2.67901234566667,2.4523809525,0,0,5.66666666666667,2.037037037,3.61375661366667,1,0,27,7.09126984133333,0,1,0,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"3","Fall",1,2002,36.2023809529167,0,144.637769641333,0,1.226190476,1,0,3.9285714285,0,0,1,1,0,37.450244201,23.1726190475,8.593203093,7.02564102566667,4,56.7942612966944,519.8232601125,9.59126984116667,0,124.481684982083,26,54.4517704472222,0,9.82661782666667,0,21.1090761087778,54.7899877876111,44,0,1.80158730166667,4.269230769,6.43864468875,0,0.952380952,1,0,0,4.615384615,0,0,0,1,55.1791819293889,6,0,0,0,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"4","Fall",1,2003,58.71875,0,90.34375,0,4.16666666666667,0,0,3.25,1,0,0,17,0,36.875,22.3055555555556,80.6666666666667,9.75,22.4479166666667,65.9722222222222,854.447916666667,5.64583333333333,0,334.177083333333,21.2916666666667,108.802083333333,1,98.125,0,8.69444444444444,201.166666666667,1.66666666666667,2,277.833333333333,4.5,16.0416666666667,22,1.125,2.16666666666667,0,0,6.25,2,2.5,0,1.125,10.8333333333333,12.6666666666667,0,0,0,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"5","Fall",1,2004,138.367690058583,0,111.303362575833,0,2.9444444445,0,0,2.23976608191667,0,0,0,22.66666667,0,176.319444441667,17.6447368421111,57.1418128691667,24.2397660833333,3.5,29.9250731,925.897660825,15.10453216375,0,1159.8746344725,4.45833333333333,21.1359649125,2,28.5,1,6.12353801141667,176.447368422222,3,5.5833333325,133.444444455556,2,28.0409356722222,1197,3.51754385966667,4.75,0,0,3.5,0,1.65984405455556,11,110.5,137.935672511111,11.3611111111111,0,0,0,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"6","Fall",1,2005,56.3464912239167,0,148.812865497111,0,22.4802631575,3.157894737,0,2.79532163744444,0,0,0,2.5,0,109.51315789475,5.16666666666667,63.0584795277778,9.6315789475,20.1754385965,42.1666666666667,70.2083333333333,10.0555555555556,1.666666667,257.752192982917,13.3333333322222,136.961988298889,0,221.073099414667,10,3.22222222222222,280.555555555556,1,1,752.333333333333,6.289473685,16.5986842099583,0,1.470760234,11.66666666675,0,0,1.0263157895,2,1,0,126.33333335,10.763157895,11.7777777777778,0,0,0,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"7","Fall",1,2006,178.4578877005,1.111111111,184.901997919646,0,36.5227272726667,0,0,7.09897999641667,0,0,0,20.6033868091667,0,39.122756981875,20.35,24.9976232916389,7.220588235,26.1764705883333,17.240307486875,127.510762032188,8.3741830065,0,49.1434046344375,21.5740740733333,70.9856803347917,1,122.9166666675,10,5.56773618533333,168.066622102708,1,1.606060606,38.4669043372222,1.8333333335,20.5755347589583,0,3.80382253908333,3.55555555555556,0,0,1.77777777766667,1.37037037033333,1.725490196,0,49.11111111,273.84087195625,28.844295900125,0,0,0,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"8","Fall",1,2007,25.85916006075,0,40.7389092426667,0,21.7538223621875,3.08997252725,0,5.171062672625,1.176470588,1,0,18.652319902,0,158.258679313958,16.817416296625,96.8082224798333,24.1191270555556,1.0263157895,33.0322458843333,335.867931502917,24.2344239647917,31.42857143,97.7150716856458,18.2756892233333,79.2566231103333,1.0704334365,19.271214897,0,6.62133632691667,196.225883292271,0,1.57565789475,154.5270037835,9.12368024125,41.9621047813889,0,2.56409453116667,19.170711705,1,0,4.24038461533333,1.676470588,1.88071895419444,1,0.952380952,4.17261904758333,11.0327872374167,0,0,0,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"9","Fall",1,2008,18.9396367519167,0,294.125356129611,0,5.83333333333333,22.05128205,0,7.11111111111111,1,1,0,4.5,0,109.740740740778,30.8055555555,17.8119658122222,11.1111111111667,3,49.7314814833333,962.88425925,58.1769942983333,1.5,189.733796296667,2,90.747685185,1,1,0,15.8117283955556,554.145061733333,0,2.8055555555,129.891975308889,7.5,17,0,4.321581196625,6.08333333333333,1,0,1.3055555555,1.25,1.74074074072222,3.076923077,22.615384615,25.1323005695833,6.83333333338889,1,1.111111111,0,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"10","Fall",1,2009,227.445833333375,0,131.48472222225,0,4.16666666666667,6.333333335,0,2.20833333341667,0,0,13,20,0,56.3,13.6388888888889,33.4351851855556,6.25,2,28.7125,887.238888889167,22.879166666625,1,193.575,15.3333333333333,95.525,2,3.6666666665,0,6.2,192.9125,1,1.66666666666667,146.083333333333,12.75,18.5625,4,2,6.91666666666667,0,0,4.5,0,1.75,0,4.5,59.42222222225,14.1041666666667,0,1,0,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"11","Fall",1,2010,20.58333333375,0,52.8,0,2.625,1,0,2.61111111116667,0,1,1,13.5555555556667,0,43.6333333333333,17.5,23.7916666664583,10.9333333333333,24.04166666625,53.62916666625,770.929166666667,17.7319444441667,1,1075.97361111083,10.508333333375,126.72916666875,2,118.083333333312,0,4.28333333333333,149.236111111083,2,2,70,1.54166666666667,14.541666666625,8,2.25,2.33333333333333,0,0,8.1944444445,1.16666666666667,2.27777777777778,3.5,0,33.5625,2.91666666666667,0,0,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"12","Fall",1,2011,85.637426898,0,179.50372807,0,3.125,1.625,0,2.8401864035,0,0,7.5,10.8472222223333,0,70.7546783606667,16.0140350877333,22.5578947368333,9.29166666655556,33.45065789475,53.4127192983333,295.26513158,11.61918859635,1.25,199.755263157833,6.18128654993333,186.836622808167,1.16666666666667,17.6666666666667,0,4.52163742713333,102.71754386,1.333333333,1.2916666665,236.620504385983,7.0555555555,6.52631578947917,0,1.270833333375,7.83859649133333,3,0,2.86842105266667,1,1,0,11,89.5331140383333,12.9432017545,0,1,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"13","Fall",1,2012,69.3026960795833,0,57.883875457475,0,1.388888888875,2.33333333333333,0,2.48231225689583,0,0,0,11.125297689875,0,12.2277777773333,7.3694444444,10.5398212371875,4.215686275,8.422868540125,41.7288855128333,502.985726593958,5.4375,1,196.528111849396,157.37777778,162.897454580083,2.25,12.3333333333333,0,3.27505446608889,86.161776280625,1,0,18.584390461875,3.3718954248,5.4052221425625,1,1.088235294,6.30833333333333,0,0,1.3388157895,1,1,0,0,243.378388210208,3.36437908491667,0,0,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"14","Fall",1,2013,110.88333333375,0,42.7625,1,1.12037037033333,1.77777777775,0,3.3625,1,2,0,45,0,3,15.775,7.41805555553333,2.94444444444444,12.655092593,51.75,548.968055555688,5.4375,1,45.3805555555833,13.0666666666667,166.186111111667,1.83333333333333,4.11111111108333,0,2.37777777777778,98.6333333333333,0,1.5,84.8,17.1518518516667,10.09027777775,1.111111111,1,10.9986111110833,0,0,1.0555555555,1,1.33333333333333,0,0,50.4305555553333,12.0833333333333,0,0,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"15","Fall",1,2014,55.4197995007708,1,118.610917460775,0,1.36842105266667,11,0,3.13740232937778,0,0,0,14.2796052631667,0,27.25,22.2551968153889,8.79234558645833,6.50548982758333,6.90806511636667,43.7145064349792,753.684713961042,9.37106553147917,1,121.625300718792,2.544117647,115.12445770125,2.25,22.09210526325,0,2.88862351964444,67.2841570839792,1,2,21.8149509803333,7.917780748625,8.9610495153,0,1.052631579,7.137006118625,0,0,2.54166666666667,1,1.52941176466667,0,0,30.5751787561667,9.80819696322222,0,1,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"16","Fall",1,2015,147.7541722875,0,118.349910032396,0,1.20370370366667,2.81623931616667,0,5.1626452614375,0,0,0,13.5648148145,0,6.0263157895,41.097368421,16.2083502022708,4.33540448333333,20.7342808140208,74.0708642610417,213.57137033425,18.29358787,1,379.811038014292,9.03011695903333,232.379076698917,4.08004385966667,1.55555555555556,0,12.2298657969722,47.0004385953333,1.625,2.70370370361111,25.2049768518333,11.092105263,21.1404914525625,0,1.2877492875,36.8521442491667,0,0,1.486111111,0,2,1.666666667,2.222222222,27.67714799875,7.74507797255556,0,0,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"17","Fall",1,2016,93.1037037071,0,72.1609978793333,0,1.25,1.572755418,0,8.5301570920625,0,1.66666666666667,0,32.5188625151111,0,14.99444444445,25.1172839508889,9.2851479184875,4.70833333341667,33.1559855521458,133.505202957667,1035.03099557608,13.010119252125,0,130.043209887056,4.84814814817778,254.632467607292,2.0555555555,102.794117647,0,8.314814815,56.1913580251667,1.69607843133333,1.38271604933333,70.7826410388125,17.9063180826667,8.8054093565,0,0,5.03703703684444,0,1,4.9411764705,0,1.66666666666667,0,0,129.66341303,9.81481481483333,0,0,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"18","Fall",1,2017,202.43630952205,0,19.1025494125548,0,4.69115497108333,2.2916666665,0,4.417131677275,0,0,0,126.632403113889,0,14.1666666666667,28.4574829929286,17.2920132236562,7.6172268906,19.0958784833333,71.1756352530238,651.916945959031,10.4071895424667,1.111111111,32.5957254236146,47.0376099652619,199.820827598687,3.92698412716667,25.5694094303917,2.1666666665,6.88345171392262,22.7647591200694,4.773757308875,2.09722222233333,71.8622014600729,8.66911764704167,24.4723770205417,0,1.071454678375,11.1478174603036,1.5,0,1.70833333333333,3,1.95833333325,1.125,2,21.2214199721042,10.4846839322222,0,0,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"19","Fall",1,2018,64.1047647545333,0,364.345123840917,0,1,1.5,0,5.0674312786,0,0,0,3.406862745125,0,51.25,21.9055539914444,16.3473404711333,17.0000000005556,13.3266465610833,129.910846564333,1029.45758433917,20.8232377953833,0,8.528809769725,1.69298245616667,230.944227884313,1.40571348146667,6.57894736888889,2.5,5.09139068705833,50.2396738279667,0,3,28.2284819302444,2.4727272727,9.92422887277778,0,1.21078431375,6.29867561091667,1,0,1.53947368425,0,2.4,2,1.052631579,1.55555555566667,67.8121233624167,0,0,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"20","Fall",1,2019,64.906432747875,0,7.46237816748333,0,1.16666666666667,1.83333333333333,0,3.4934210526875,0,0,0,12.4049707606667,0,118.043859648333,22.6973684211111,20.8744639377778,16.0307992203556,14.80409356725,69.0996101382833,575.205263166,20.0928362577083,3,229.315789469542,4.43567251447917,184.834113059933,2.01169590644444,11.9155295648889,2,3.45307017541667,40.5272904481667,1,1.41910331388889,12.5287280706917,8.60526315791667,19.2371345028958,0,3.1315789475,8.89035087720833,1,0,1.6754385965,1,1.6,0,0,29.9953947410833,8.25438596504167,0,0,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"21","Fall",2,2000,507.50522487225,0,10.4000000005,24.44444444,1,2.39462081122222,0,0,0,0,0,1,0,6.65211640208333,6.06481481483333,12.6818783068667,1.70370370366667,2,20.8767636685833,2104.59294524089,15.9710097001944,0,687.602292764278,0,244.383046740722,1,1.8935185185,23,8.83586860688889,26.3672839505556,2,0,2.111111111,63.449206348,15.6544973542222,30.5449735449,1.66666666666667,5.3214285715,0,0,3.417989418,0,2.222222222,1,384.1689815,9.47222222222222,1.134920635,4,0,0,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"22","Fall",2,2001,386.372964941822,0,6.21948476352778,1,6.50598421188889,23.024732621,0,29.6957091927778,0,0,0,4,0,7.9250700295,132.237229426,47.4066080946389,2.821428571375,15.051470588,27.1692470920667,615.792008322222,23.2490747817778,2.66666666666667,363.367583373422,0,293.105466431306,1.40692640675,9.74747474744444,0,23.4593710206222,46.965367966,1.22619047625,1,7.14343434333333,24.7219760660667,31.2027332146,0,1.70961718,0.952380952,0,0,2.96632996627778,0,1.652661064,0.976190476,152.590187590667,36.6888846457778,2.5506111535,0,0,0,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"23","Fall",2,2002,1179.87910030944,0,80.4076749606389,0,0,1.611111111,0,2.22044490302778,0,0,0,21.3055555555,0,32.0427091676667,9.66666666666667,39.4880174290556,1.52777777775,2.5,28.715789474,1608.31773498972,27.5120360808889,1.111111111,1185.16314645544,14.8997821331667,230.095357951333,0,71.5326510724445,86.138888885,2.92120169696667,20.6939571118333,1.5263157895,0,2,10.963157895,25.8766005420556,12.3921568626667,1.0555555555,9.0743464055,0,0,1.39766081866667,0,0,1,570.814814703667,48.0895730631389,1.8105263158,2,0,0,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"24","Fall",2,2003,468.406249999958,0,25.0555555561111,2.5,2.25,2.5,0,7.385416666625,1,1,1.25,26.25,0,36.6666666667222,9.3125,35.7916666666667,0,2,34.2604166666667,2090.41666670833,28.41666666625,0,8.25,22.0694444444444,140.614583333333,0,27.3472222222778,5.375,9.29166666722222,67.9583333327778,1.125,0,13.0625,21.8333333333333,10.6111111111667,26.25,1.25,44.7916666666667,0,0,0,0,0,0,2.5,5.6875,5.25,0,1.25,0,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
